id,name,sport_type,start_date_local,distance,moving_time,elapsed_time,average_heartrate,max_heartrate
9159976247,Sunday Afternoon Run,Run,2023-05-28T16:17:12Z,2249.0,814,821,140.3,157.0
9159975746,Sunday Afternoon Run,Run,2023-05-28T15:56:24Z,2345.8,852,863,133.8,144.0
9159599879,Sunday Afternoon Run,Run,2023-05-28T13:59:33Z,4286.1,1407,1410,144.9,172.0
9152366708,Bouldering Session,RockClimbing,2023-05-27T09:35:19Z,753.5,314,7263,92.5,156.0
9147057231,Friday Evening Run,Run,2023-05-26T17:40:30Z,4981.9,1979,1980,131.8,155.0
9151662151,Bouldering Session,RockClimbing,2023-05-25T16:06:40Z,785.4,813,7255,124.7,171.0
9135866119,Mid Back,Workout,2023-05-24T21:50:41Z,0.0,1091,1091,,
9135815601,Inner Shin,Workout,2023-05-24T21:38:47Z,0.0,665,665,,
9135790111,Simple Lower Body Stretch,Workout,2023-05-24T21:29:44Z,0.0,521,521,,
9135767095,Wednesday Evening Run,Run,2023-05-24T20:45:21Z,3285.1,1289,1297,120.9,163.0
9135582493,Wednesday Evening Walk,Walk,2023-05-24T18:55:07Z,1780.8,1382,1434,82.9,107.0
9261482210,Bouldering Session,RockClimbing,2023-05-23T16:36:33Z,985.4,1324,7730,102.4,161.0
9116676382,Inner Shin recovery,Workout,2023-05-21T18:46:53Z,0.0,873,873,,
9116620269,Sunday Evening Jog with Kath,Run,2023-05-21T17:42:01Z,3930.2,2042,2580,110.6,140.0
9116488571,did a half marathon on a bike let’s go,Ride,2023-05-21T16:10:15Z,23032.0,3920,4263,147.6,175.0
9115668937,Bouldering Session,RockClimbing,2023-05-21T10:45:23Z,657.4,491,6674,115.0,165.0
9110089661,Saturday Evening Walk,Walk,2023-05-20T19:10:58Z,1927.2,1931,3249,84.4,115.0
9110086037,Afternoon Yoga,Yoga,2023-05-20T17:17:02Z,0.0,994,994,84.5,116.0
9103637488,Friday Evening Walk,Walk,2023-05-19T20:30:23Z,1281.3,1003,1334,84.0,94.0
9115649100,Bouldering Session,RockClimbing,2023-05-18T16:41:42Z,447.5,520,4028,93.7,155.0
9096595881,Thursday Afternoon Run,Run,2023-05-18T12:53:09Z,3341.7,1239,1372,127.3,149.0
9077594611,This one hurt…,Run,2023-05-15T10:08:13Z,18459.9,7026,7507,162.5,178.0
9088601073,Bouldering Session,RockClimbing,2023-05-14T16:29:04Z,646.1,500,6605,105.0,152.0
9072343137,Sunday Morning Hike,Hike,2023-05-14T11:01:42Z,4288.2,3317,4652,100.0,119.0
9055510615,Run With Luca,Run,2023-05-11T18:29:26Z,9661.9,3252,3256,146.2,167.0
9054027600,Bouldering Session,RockClimbing,2023-05-11T10:31:11Z,246.1,251,3458,104.4,145.0
9047331422,Interval run🦧,Run,2023-05-10T10:01:45Z,8651.1,2703,3142,160.6,188.0
9043944417,Bouldering Session,RockClimbing,2023-05-08T19:16:56Z,379.6,442,2964,90.5,133.0
9043941118,Bouldering Session,RockClimbing,2023-05-08T19:08:04Z,65.6,68,519,104.3,132.0
9031327003,Night Run: sponsored by daft punk ,Run,2023-05-07T21:32:15Z,12918.3,4447,4593,160.7,183.0
9031330178,Cute 5K,Run,2023-05-06T17:09:13Z,5535.0,2001,2167,140.3,169.0
8993456906,Afternoon Run,Run,2023-05-01T15:51:57Z,6669.2,3667,3842,117.1,153.0
8986432829,Night Ride,Ride,2023-04-29T21:01:55Z,0.0,2670,2670,116.7,139.0
9043941180,Bouldering Session,RockClimbing,2023-04-29T15:54:39Z,308.4,49,2519,107.1,152.0
8974888285,Quirky yoga,Yoga,2023-04-28T17:59:15Z,0.0,1706,1706,86.4,120.0
8969339774,Afternoon Yoga,Yoga,2023-04-27T17:50:13Z,0.0,1562,1562,89.9,118.0
8980344826,Bouldering Session hurt wrist,RockClimbing,2023-04-24T20:07:56Z,582.5,0,5484,,151.0
8951109056,Afternoon Ride,Ride,2023-04-24T15:41:41Z,0.0,522,522,110.5,130.0
8945862103,Afternoon Run 🐥 ,Run,2023-04-23T15:57:42Z,16119.6,5695,5844,142.4,158.0
8938026886,Morning Ride,Ride,2023-04-22T10:41:48Z,36675.5,4332,5856,158.0,185.0
8928201933,Ride,Ride,2023-04-20T20:16:29Z,20579.2,2484,2622,153.6,175.0
8927608792,🐥 ,Run,2023-04-20T16:36:21Z,7099.1,2717,2717,161.3,183.0
8945418291,Bouldering Session,RockClimbing,2023-04-19T21:58:20Z,366.6,475,2992,124.2,165.0
8921566899,Afternoon Walk,Walk,2023-04-19T15:44:30Z,1384.9,1578,1578,85.0,100.0
8920841043,PRE lin reg final walk,Walk,2023-04-19T13:20:25Z,1623.0,1436,1436,90.0,101.0
8904782659,jog,Run,2023-04-16T22:07:47Z,6505.9,2483,2496,123.9,149.0
8897535160,🐣 indoor run @10:31 pace,Run,2023-04-15T17:16:51Z,6768.9,2442,2738,144.2,170.0
8928196253,Bouldering Session,RockClimbing,2023-04-14T19:09:31Z,316.0,179,2869,124.4,171.0
8889404290,First v6 flash,RockClimbing,2023-04-13T20:42:01Z,576.0,41,5152,115.7,158.0
8880809905,🐣 ,Run,2023-04-12T17:43:22Z,4962.1,1598,1602,148.9,164.0
8875668395,Drafting Mahmoud 101,Ride,2023-04-11T21:03:34Z,42760.3,4959,4974,150.9,179.0
8874460834,V5 wonderland,RockClimbing,2023-04-10T21:05:42Z,459.2,568,4039,117.9,159.0
8868783091,Evening Run,Run,2023-04-10T18:07:39Z,2254.3,700,703,148.7,159.0
8873158943,Bouldering Session,RockClimbing,2023-04-07T21:19:23Z,338.8,242,3017,117.2,153.0
8840289815,Night Ride,Ride,2023-04-05T21:29:00Z,26168.4,3431,3548,134.0,152.0
8834625330,Night Ride,Ride,2023-04-04T21:30:37Z,35330.8,4183,4211,160.6,192.0
8815271153,Beer Bike 2023,Ride,2023-04-01T14:51:51Z,1622.1,151,264,175.3,198.0
8815237137,Evening Ride,Ride,2023-03-30T20:07:30Z,10371.9,2045,10142,141.8,185.0
8795221714,Night Ride,Ride,2023-03-28T21:41:23Z,21706.0,3075,3697,145.4,180.0
8794488861,Afternoon Ride,Ride,2023-03-28T17:35:13Z,5346.9,957,1875,135.6,173.0
8789081572,Evening Walk,Walk,2023-03-27T20:03:05Z,1081.7,16,16,94.0,97.0
8873158886,Bouldering Session,RockClimbing,2023-03-23T21:15:44Z,308.0,381,2407,119.1,151.0
8764355876,Morning Ride,Ride,2023-03-23T08:55:56Z,38181.3,5549,6637,142.8,188.0
8761408125,Afternoon Ride,Ride,2023-03-22T17:07:45Z,55517.9,7303,8612,155.9,183.0
8749434441,Evening Walk,Walk,2023-03-20T20:38:28Z,1543.8,3043,3043,80.7,108.0
8744723879,Afternoon Rock Climb,RockClimbing,2023-03-19T16:51:07Z,0.0,2827,2827,,
8738577040,Night Run,Run,2023-03-18T21:44:59Z,374.2,90,104,147.2,158.0
8731291088,Morning Alpine Ski,AlpineSki,2023-03-17T09:59:45Z,41466.0,10257,12925,98.1,146.0
8725644494,Bouldering with Kath and Herman,RockClimbing,2023-03-16T10:18:40Z,354.4,0,5298,,130.0
8725637972,Bouldering Session,RockClimbing,2023-03-14T16:15:53Z,586.0,380,5734,114.6,167.0
8710410579,Afternoon Ride,Ride,2023-03-13T15:35:49Z,41007.0,7307,7963,145.5,167.0
8705471106,Best ride ever,Ride,2023-03-12T15:11:34Z,46681.6,8543,9580,144.0,166.0
8704902681,Bouldering Session - Stanford is hard!!,RockClimbing,2023-03-12T10:25:10Z,618.3,749,5543,116.5,161.0
8698605539,First Ride with Kath,Ride,2023-03-11T11:45:53Z,9200.2,1905,2199,111.4,149.0
8698789114,Bouldering Session,RockClimbing,2023-03-10T20:38:42Z,664.6,828,6035,114.2,152.0
8698787426,Bouldering Session,RockClimbing,2023-03-09T15:41:16Z,305.9,332,2574,113.4,152.0
8686683017,Morning Ride,Ride,2023-03-09T08:25:52Z,44903.6,6148,6693,148.5,176.0
8678349155,Afternoon Ride,Ride,2023-03-07T17:24:58Z,20947.7,3294,3602,146.2,178.0
8678081606,TT,Ride,2023-03-07T16:43:16Z,15672.5,2155,2352,154.7,196.0
8666295353,Morning Ride,Ride,2023-03-05T10:40:20Z,19887.2,2427,5470,148.1,178.0
8659608355,Bouldering Session,RockClimbing,2023-03-03T19:40:10Z,403.6,481,3358,105.2,144.0
8645044414,Afternoon Ride,Ride,2023-03-01T17:20:36Z,28725.7,4199,4435,132.3,164.0
8627288982,Morning Ride,Ride,2023-02-26T09:49:46Z,56950.5,6896,8011,156.5,180.0
8616765405,Afternoon Ride,Ride,2023-02-24T14:09:22Z,74560.3,9269,10115,152.5,178.0
8604030391,Afternoon Ride,Ride,2023-02-21T17:32:24Z,22912.2,3300,3867,138.1,182.0
8659035436,Bouldering Session,RockClimbing,2023-02-20T21:29:54Z,636.5,792,5750,111.3,165.0
8589790823,Afternoon Run,Run,2023-02-19T13:24:03Z,11322.4,4011,4266,157.1,175.0
8582170912,Bouldering,RockClimbing,2023-02-18T01:02:00Z,0.0,5400,5400,,
8578152338,Base miles race miles,Ride,2023-02-17T15:07:25Z,37918.4,4687,4956,151.3,178.0
8574431810,Bouldering Session,RockClimbing,2023-02-16T21:47:56Z,446.1,130,3688,119.6,157.0
8568650912,Warming back to run and recovering from bike ,Run,2023-02-15T18:51:37Z,5338.9,1705,1705,151.0,170.0
8562860862,Half base half work,Ride,2023-02-14T16:42:51Z,42032.4,5742,6821,142.9,188.0
8560001725,Bouldering Session mini,RockClimbing,2023-02-14T07:21:30Z,178.1,253,1346,98.4,131.0
8557302020,Riding into the night,Ride,2023-02-13T17:36:36Z,35269.4,4618,5079,144.0,172.0
8548521355,Afternoon Hike,Hike,2023-02-11T16:06:55Z,3757.8,2918,3474,,
8544020203,Ridge Hike with light pack,Hike,2023-02-11T08:29:11Z,8468.5,7409,9189,,
8551894004,Sunrise hike,Hike,2023-02-11T05:59:00Z,1930.4,1813,3879,105.8,128.0
8544074765,Canyon hike with heavy pack,Hike,2023-02-10T11:40:15Z,10781.8,9542,16079,104.2,134.0
8544061109,Afternoon Hike,Hike,2023-02-09T16:00:49Z,6750.1,5370,6585,97.2,124.0
8526525004,Bouldering Session,RockClimbing,2023-02-07T20:30:22Z,549.6,861,4254,118.4,174.0
8523711926,Workout oof ,Ride,2023-02-07T16:18:42Z,31860.3,4532,4946,140.9,179.0
8511238821,Gator 🐊 Hike!!! ,Hike,2023-02-05T09:45:36Z,6934.9,5158,6928,89.3,125.0
8511238498,Afternoon Run,Run,2023-02-04T15:16:55Z,653.3,157,157,,
8524443339,Bouldering Session,RockClimbing,2023-02-03T21:36:06Z,451.5,404,3636,118.8,158.0
8500123976,Afternoon Ride,Ride,2023-02-03T14:00:37Z,32639.5,4218,4886,143.2,176.0
8496475787, Post rock climb selfie,RockClimbing,2023-02-02T21:30:59Z,560.6,641,4508,121.6,156.0
8495593850,Herman’s park was empty - it was beautiful.,Run,2023-02-02T16:23:08Z,6641.0,2057,2132,153.7,168.0
8484997436,Ended on watch 1%😱,Run,2023-01-31T16:33:41Z,16201.2,5174,5399,158.3,170.0
8474778179,Felt good: legs have more miles in them for this coming week!,Run,2023-01-29T22:00:24Z,8713.2,3040,3067,141.7,154.0
8474781152,Fun session with Kath and Jon,RockClimbing,2023-01-29T16:25:08Z,366.6,503,2813,111.6,151.0
8463160761,Bouldering Session,RockClimbing,2023-01-27T21:18:44Z,427.1,387,4035,103.7,155.0
8463159154,Wall warmup,RockClimbing,2023-01-27T21:07:28Z,76.8,102,663,94.5,112.0
8462303334,Base After Base,Ride,2023-01-27T14:17:58Z,48814.0,6972,8148,146.3,176.0
8460982589,First V6 + Dyno V5,RockClimbing,2023-01-26T21:31:01Z,345.5,428,2993,122.9,164.0
8457655564,Afternoon Run,Run,2023-01-26T16:40:23Z,5145.3,1742,1782,149.1,159.0
8450861349,Bouldering Session,RockClimbing,2023-01-24T20:10:50Z,567.3,699,4524,115.9,159.0
8450435976,Night Row,Rowing,2023-01-24T03:45:44Z,0.0,650,650,129.0,145.0
8435520724,In and out ride (forgot to unpause for a couple miles there),Ride,2023-01-22T09:50:16Z,57199.9,8308,12131,153.9,179.0
8425302022,Bouldering Session with taya,RockClimbing,2023-01-20T19:12:15Z,537.8,752,4326,107.6,162.0
8424643825,Afternoon Run,Run,2023-01-20T16:14:33Z,4108.6,1421,1441,129.0,149.0
8420673239,Bouldering w jon,RockClimbing,2023-01-19T17:01:46Z,425.2,622,3683,109.0,148.0
8417961756,Ride with the bike boys,Ride,2023-01-19T09:14:28Z,25027.0,3351,3891,141.1,175.0
8409024504,Afternoon Run,Run,2023-01-17T14:40:08Z,14866.5,5463,5599,151.6,169.0
8406677819,Bouldering Session,RockClimbing,2023-01-16T16:36:31Z,390.4,157,4326,120.3,159.0
8403121828,Lunch Ride,Ride,2023-01-16T11:49:54Z,21102.5,3264,3502,134.0,168.0
8392804480,Afternoon Run,Run,2023-01-14T15:16:53Z,9651.7,3508,3566,137.3,157.0
8392802549,Bouldering Session,RockClimbing,2023-01-14T10:21:40Z,387.6,4,3644,100.0,151.0
8383235890,Tried a V6,RockClimbing,2023-01-12T19:30:28Z,552.9,669,4570,117.1,164.0
8383233384,Evening Run,Run,2023-01-12T18:13:32Z,4590.0,1283,1287,147.9,167.0
8377088142,Night Yoga,Yoga,2023-01-11T21:41:20Z,0.0,2084,2084,92.6,124.0
8372068455,Night Ride,Ride,2023-01-10T23:49:53Z,0.0,1232,1232,139.1,155.0
8372068203,Hanging,RockClimbing,2023-01-10T23:25:34Z,0.0,589,589,107.6,127.0
8372068414,Afternoon Run,Run,2023-01-10T17:35:36Z,1725.4,665,672,132.9,149.0
8366169132,Afternoon Run,Run,2023-01-09T15:57:58Z,8379.3,3164,3237,136.6,160.0
8361366594,Afternoon Walk,Walk,2023-01-08T17:14:18Z,3495.9,2149,2589,109.2,155.0
8361418447,Had to reupload cause it didn’t get the entire session!! Bouldering ‼️,RockClimbing,2023-01-08T13:19:13Z,354.7,425,2941,108.6,160.0
8350378911,Bouldering Session,RockClimbing,2023-01-06T16:53:07Z,494.3,765,4157,120.7,168.0
8344998511,Afternoon Run,Run,2023-01-05T16:41:25Z,4821.6,1518,1528,155.7,174.0
8334379838,Lunch Hike,Hike,2023-01-03T11:23:52Z,18962.3,15697,17837,118.8,156.0
8328756036,Afternoon Run,Run,2023-01-02T14:21:07Z,4854.8,1703,1752,142.9,173.0
8323553448,Hangboard ,RockClimbing,2023-01-02T02:15:04Z,0.0,451,451,122.1,141.0
8323554449,Afternoon Run,Run,2023-01-01T17:44:31Z,3371.1,1200,1227,139.1,160.0
8323761213,Climbing with the crew,RockClimbing,2023-01-01T15:25:52Z,277.8,54,4123,120.6,155.0
8314096812,Bouldering Session,RockClimbing,2022-12-30T15:12:47Z,491.2,682,4101,115.0,156.0
8313420809,Afternoon Run,Run,2022-12-30T13:39:46Z,8058.6,2697,2735,154.6,174.0
8305196617,Night bouldering with Kath and luca,RockClimbing,2022-12-28T19:21:46Z,607.5,623,5788,111.2,151.0
8304681220,Afternoon Hike,Hike,2022-12-28T14:23:21Z,5877.0,4789,5577,113.1,156.0
8303808355,Morning Ride,Ride,2022-12-28T09:37:53Z,27529.4,4127,4223,144.6,162.0
8300256807,Afternoon Run,Run,2022-12-27T15:49:15Z,5190.0,1609,1612,164.0,172.0
8296211670,Bouldering Session,RockClimbing,2022-12-26T18:32:04Z,439.0,65,4298,123.5,157.0
8295358625,Afternoon Run,Run,2022-12-26T14:46:10Z,3578.4,1233,1233,146.5,159.0
8290919045,Lunch Hike,Hike,2022-12-25T12:00:49Z,8148.1,6593,7265,109.3,159.0
8295931401,Bouldering Session,RockClimbing,2022-12-24T13:04:19Z,383.8,611,2887,114.9,153.0
8268581065,Afternoon Alpine Ski,AlpineSki,2022-12-19T17:39:51Z,35545.1,22180,22180,108.1,157.0
8275987753,Bouldering Session,RockClimbing,2022-12-18T16:11:58Z,626.8,651,5697,105.2,169.0
8263698526,Morning Yoga,Yoga,2022-12-18T04:11:59Z,0.0,3803,3803,84.7,106.0
8260306231,Lunch Run,Run,2022-12-17T11:44:22Z,6532.3,2244,2299,158.5,172.0
8260311040,Bouldering Session,RockClimbing,2022-12-16T14:32:42Z,625.5,921,5054,115.0,164.0
8248272317,Bouldering Session,RockClimbing,2022-12-13T18:57:49Z,323.9,401,3407,103.7,166.0
8242107078,Leveled ⬆️ ,RockClimbing,2022-12-12T19:36:30Z,489.9,658,5322,110.0,154.0
8240942199,Measure theory final complete,Ride,2022-12-12T13:13:11Z,18348.8,2685,2685,133.8,153.0
8237925347,Night Ride,Ride,2022-12-11T22:14:55Z,0.0,1987,1987,127.1,154.0
8242091527,Warming back to it,RockClimbing,2022-12-08T18:52:23Z,316.8,413,2759,117.0,155.0
8219785395,Morning Run,Run,2022-12-07T09:41:23Z,6419.6,2198,2284,160.2,179.0
8217580859,Night Yoga,Yoga,2022-12-07T02:50:05Z,0.0,2425,2425,107.3,147.0
8208832964,Afternoon Run,Run,2022-12-04T14:26:43Z,4899.2,1813,1816,161.1,170.0
8199868511,Bouldering Session,RockClimbing,2022-12-02T17:22:57Z,173.5,277,1427,100.1,133.0
8191270805,Afternoon Run,Run,2022-11-30T16:33:14Z,3233.0,1192,1253,133.3,147.0
8172370327,Seattle Half,Run,2022-11-26T06:59:23Z,21159.6,7643,7752,161.2,176.0
8172367289,Warm up,Run,2022-11-26T06:37:18Z,1726.4,765,786,127.3,146.0
8159669043,Bouldering Session,RockClimbing,2022-11-23T13:10:48Z,362.7,375,3444,122.7,158.0
8159335264,Night Yoga,Yoga,2022-11-22T21:16:59Z,0.0,1873,1873,92.2,126.0
8130731513,Bouldering Session,RockClimbing,2022-11-14T19:27:42Z,423.1,0,4408,,167.0
8130731082,Afternoon Yoga,Yoga,2022-11-14T17:09:16Z,0.0,1371,1371,100.9,126.0
8119622128,Bouldering Session,RockClimbing,2022-11-11T20:29:03Z,583.6,828,4619,117.3,161.0
8090495373,Bouldering Session,RockClimbing,2022-11-08T19:59:59Z,404.1,0,3617,,150.0
8089718488,Bouldering Session,RockClimbing,2022-11-06T19:09:52Z,323.8,310,2808,114.8,148.0
8074952028,Bouldering Session,RockClimbing,2022-11-04T20:02:47Z,513.7,19,3984,126.8,164.0
8069510380,Bouldering Session,RockClimbing,2022-11-03T18:12:20Z,240.0,244,1933,114.0,161.0
8059977736,Afternoon Run,Run,2022-11-02T16:38:42Z,5092.4,2002,2184,141.7,167.0
8034969026,Afternoon Run,Run,2022-10-28T16:26:55Z,3441.5,1002,1006,172.8,181.0
8034970504,Afternoon Run,Run,2022-10-28T16:20:34Z,1181.5,334,338,156.9,159.0
7979317921,Night Yoga,Yoga,2022-10-17T21:04:14Z,0.0,2457,2457,76.0,102.0
7980212429,Bouldering Session: new v4s!!,RockClimbing,2022-10-17T20:00:44Z,592.9,2,5498,107.0,166.0
7979612423,Afternoon Run,Run,2022-10-17T17:04:27Z,4720.5,1362,1362,156.4,190.0
7967861049,Afternoon Yoga,Yoga,2022-10-15T16:44:08Z,0.0,1653,1653,96.0,121.0
7968041347,Bouldering Session top grade v4,RockClimbing,2022-10-14T14:37:42Z,573.7,616,4867,117.7,164.0
7949392156,Evening Run,Run,2022-10-11T18:37:15Z,10267.5,3574,3619,165.8,184.0
7944031919,Night Yoga,Yoga,2022-10-10T22:28:54Z,0.0,1611,1611,86.4,114.0
7944031955,Evening Walk,Walk,2022-10-10T19:16:05Z,2201.7,1662,1662,89.0,101.0
7938549862,Bouldering Session: weak from yesterday,RockClimbing,2022-10-09T12:52:28Z,234.7,24,2592,122.0,155.0
7932332839,*3.25,Run,2022-10-08T17:41:32Z,5560.6,1759,1759,156.4,176.0
7932402054,Bouldering Session,RockClimbing,2022-10-08T11:40:32Z,346.4,133,3045,115.6,159.0
7922920532,Evening Run,Run,2022-10-05T20:03:53Z,3667.4,1162,1162,145.8,162.0
7872338165,Longest heat run,Run,2022-09-26T17:45:12Z,8768.8,2854,3258,163.5,190.0
7869522297,Evening Activity,RockClimbing,2022-09-25T00:01:48Z,0.0,2160,2160,,
7856279167,Run: no cramps but back hurt. I need to fix my posture,Run,2022-09-23T21:04:39Z,8115.8,3179,3179,156.2,182.0
7840755977,Afternoon Run,Run,2022-09-20T21:03:48Z,4828.0,1603,1603,,
7829636411,Ran out of gas :(,Run,2022-09-18T11:51:24Z,5566.1,1999,2112,,
7798299679,Afternoon Run,Run,2022-09-12T16:02:51Z,4785.5,1408,1439,,
7780688054,Lunch Run,Run,2022-09-09T16:13:54Z,4828.0,2119,2119,,
7754752802,Mornin’ ‘ga ,Yoga,2022-09-04T16:36:04Z,0.0,2520,2520,,
7749875279,"Inclines
",Run,2022-09-03T22:26:01Z,3218.7,1500,1500,,
7683895131,Night Activity,Yoga,2022-08-23T02:07:01Z,0.0,1500,1500,,
7683896692,Climb. Almost finished a V4,RockClimbing,2022-08-22T21:09:00Z,0.0,3600,3600,,
7680593037,Morning Run,Run,2022-08-22T08:08:50Z,2614.8,868,871,,
7678670432,Yoga,Yoga,2022-08-22T01:46:14Z,0.0,1980,1980,,
7678669820,Climbing,RockClimbing,2022-08-21T02:01:00Z,0.0,3600,3600,,
7670325804,Yoga 🧘‍♀️ ,Yoga,2022-08-20T14:43:01Z,0.0,2520,2520,,
7645411102,Evening Run,Run,2022-08-14T20:19:19Z,5572.3,2061,2072,139.3,165.0
7632256557,Morning Hike,Hike,2022-08-13T08:20:01Z,5406.3,3821,4033,111.7,153.0
7617946790,Night Rock Climb,RockClimbing,2022-08-10T22:57:13Z,0.0,6494,6494,114.5,156.0
7573155049,Afternoon Ride,Ride,2022-08-02T14:56:34Z,53228.3,8565,10416,143.3,176.0
7555957780,Rock Climb,RockClimbing,2022-07-30T21:36:56Z,0.0,1077,1077,115.1,141.0
7551050292,Evening Run,Run,2022-07-29T18:27:00Z,3192.6,1068,1084,150.5,170.0
7549534580,Bouldering at Stanford,RockClimbing,2022-07-28T23:16:00Z,0.0,3722,3722,,
7522585316,SF Half,Run,2022-07-24T08:47:36Z,21357.1,6976,6996,165.5,186.0
7507859168,Night Yoga,Yoga,2022-07-22T00:43:57Z,0.0,3756,3756,82.9,126.0
7507858403,Evening Run,Run,2022-07-21T18:46:43Z,5126.8,1705,1744,147.4,173.0
7497006134,Evening Run,Run,2022-07-18T19:29:13Z,3280.8,1050,1050,143.2,170.0
7485292761,Morning Run,Run,2022-07-17T08:33:31Z,14649.5,5422,5856,153.6,176.0
7480115435,Jog /walk past the Funk Zone,Run,2022-07-15T08:55:24Z,5528.8,2805,2870,114.7,143.0
7452885899,Morning Run,Run,2022-07-11T10:03:32Z,10506.6,3773,4221,,
7437917784,Evening Run,Run,2022-07-08T18:14:22Z,14954.0,5830,6075,143.3,166.0
7433111715,Afternoon Ride,Ride,2022-07-07T16:57:21Z,39320.9,7129,8498,127.2,168.0
7422568740,"Run with Chui: saw bald eagle, 2 beavers, Herring, and 2 duckling broods",Run,2022-07-05T20:15:34Z,6655.8,2587,2608,132.0,152.0
7422575879,Afternoon Ride,Ride,2022-07-03T15:18:45Z,24478.8,4029,6200,113.2,150.0
7399443655,Afternoon Run,Run,2022-06-30T16:52:13Z,5202.2,1717,1725,152.1,171.0
7385392144,Evening Run,Run,2022-06-28T19:24:14Z,3677.1,1315,2068,150.3,169.0
7368922927,Evening Run,Run,2022-06-25T18:07:26Z,10961.9,4032,4112,150.4,164.0
7359407598,Evening Run,Run,2022-06-23T19:35:10Z,5630.8,1959,1959,153.7,166.0
7353683183,Evening Run,Run,2022-06-22T18:57:57Z,2464.5,816,816,149.8,164.0
7340152707,Morning Run,Run,2022-06-20T08:31:23Z,12920.5,4915,5169,147.0,170.0
7335302036,Lunch Hike,Hike,2022-06-18T12:10:23Z,4618.4,3781,3977,115.2,167.0
7321414532,Afternoon Run,Run,2022-06-16T17:12:59Z,6460.4,2128,2169,150.7,160.0
7310376309,Night Swim,Swim,2022-06-14T23:44:22Z,800.0,2120,2120,114.7,154.0
7305276882,Cool air run,Run,2022-06-13T21:44:55Z,6006.6,1767,1773,164.3,181.0
7299781967,Afternoon Run,Run,2022-06-12T17:53:32Z,3192.9,1033,1033,152.3,171.0
7310023425,Morning Hike,Hike,2022-06-12T08:09:09Z,9153.1,6085,6235,,
7310023828,Lunch Hike,Hike,2022-06-11T12:56:47Z,3482.6,3182,4632,,
7310027992,Morning Hike,Hike,2022-06-10T10:23:00Z,9406.7,7929,10713,,
7275774822,Afternoon Run,Run,2022-06-07T14:04:19Z,1082.8,343,343,154.6,164.0
7270064260,Morning Run,Run,2022-06-07T07:37:31Z,2934.5,1103,1108,141.4,165.0
7269854529,Gotta get breakfast,Run,2022-06-07T06:56:10Z,2920.0,917,917,157.3,167.0
7262385125,Night Run,Run,2022-06-05T21:27:01Z,4471.3,1675,1680,158.9,169.0
7240580438,Afternoon Ride,Ride,2022-06-01T16:28:06Z,53376.2,7514,8123,148.2,180.0
7234955897,Afternoon Run,Run,2022-05-31T17:03:20Z,6459.3,2128,2141,155.5,183.0
7224491419,Afternoon Run,Run,2022-05-29T15:49:31Z,13259.8,4454,4568,162.5,173.0
7223702338,Lunch Hike,Hike,2022-05-29T11:01:08Z,6661.8,5508,6164,98.4,137.0
7213641421,Afternoon Ride,Ride,2022-05-27T17:20:24Z,43334.6,6578,7216,140.4,171.0
7209015127,Saw four beavers!,Run,2022-05-26T19:37:37Z,4575.2,1687,1951,143.2,168.0
7202985248,Afternoon Run,Run,2022-05-25T15:20:04Z,12213.7,4475,4542,160.3,182.0
7192064924,Afternoon Run,Run,2022-05-23T14:03:22Z,5748.9,1898,1933,136.6,168.0
7181304396,Lunch Ride,Ride,2022-05-21T11:44:02Z,52454.0,8373,12779,141.5,179.0
7171449796,Run with mom,Run,2022-05-19T15:47:17Z,11392.5,4085,4086,,
7150431629,Night Run,Run,2022-05-15T22:14:46Z,4870.7,1719,1742,165.5,172.0
7150432810,Afternoon Run,Run,2022-05-14T16:51:32Z,1616.8,608,625,138.9,154.0
7133678583,Afternoon Hike,Hike,2022-05-12T16:26:15Z,6969.5,4083,4465,156.9,188.0
7132913136,Lunch Hike,Hike,2022-05-12T11:58:27Z,2507.2,2739,2892,100.1,139.0
7128128709,Afternoon Run,Run,2022-05-11T15:47:01Z,3609.2,1230,1241,146.1,172.0
7123338382,Afternoon Hike,Hike,2022-05-10T16:40:09Z,6230.1,4883,5310,108.9,172.0
7117141419,Kayak ,Kayaking,2022-05-09T15:16:23Z,7305.4,6449,7302,,
7115946125,Snorkeling 🤿 ,Swim,2022-05-09T10:45:57Z,302.2,460,1001,82.0,82.0
7116094176,Morning Run,Run,2022-05-08T09:38:00Z,5919.5,2113,2146,,
7110369277,Surf,Surfing,2022-05-07T21:43:16Z,0.0,4276,4276,97.5,154.0
7051384831,Afternoon swim,Swim,2022-04-27T19:41:18Z,150.0,312,310,105.4,147.0
7046925133,Evening Run,Run,2022-04-27T00:18:54Z,6437.4,2760,2760,,
7039433571,Yoga,Yoga,2022-04-25T16:18:39Z,0.0,1560,1560,,
7039241035,Morning Run,Run,2022-04-25T15:48:23Z,3218.7,1200,1200,,
7020065453,Afternoon Run,Run,2022-04-21T16:12:36Z,5238.6,1959,2010,158.9,177.0
7004427687,Afternoon Ride,Ride,2022-04-18T17:12:33Z,18302.2,2341,2341,149.6,171.0
6993529146,Afternoon Run,Run,2022-04-16T21:30:35Z,7081.1,2439,2439,,
6937072896,Yoga,Yoga,2022-04-05T20:23:41Z,0.0,1630,1630,,
6933027864,Ride n chill,Ride,2022-04-04T22:30:00Z,15610.7,2160,2160,,
6921738892,BEER BIKE 2022,Ride,2022-04-02T10:40:11Z,19169.7,3076,11382,142.9,194.0
